,date,song,artist,peak-rank,weeks-on-board
3233,2009-08-15,Sexy Chick,David Guetta Featuring Akon,5,40
3234,2009-08-15,It's A Business Doing Pleasure With You,Tim McGraw,59,7
3235,2009-08-22,Uprising,Muse,37,20
3236,2009-08-22,Digital Girl,"Jamie Foxx Featuring Drake, Kanye West + The-Dream",92,1
3237,2009-08-22,Welcome To The Future,Brad Paisley,42,16
3238,2009-08-22,I Look To You,Whitney Houston,70,6
3239,2009-08-22,Magic,Selena Gomez,61,4
3240,2009-08-22,Celebration,Madonna,71,1
3241,2009-08-29,Party In The U.S.A.,Miley Cyrus,2,28
3242,2009-08-29,Send It On,Disney's Friends For Change,20,5
3243,2009-08-29,Evacuate The Dancefloor,Cascada,25,26
3244,2009-08-29,Need You Now,Lady Antebellum,2,60
3245,2009-08-29,Radar,Britney Spears,88,3
3246,2009-08-29,Gettin' You Home,Chris Young,33,20
3247,2009-08-29,Whatcha Say,Jason Derulo,1,32
3248,2009-08-29,Hot Mess,Cobra Starship,64,5
3249,2009-09-05,I'm Alive,Kenny Chesney With Dave Matthews,32,16
3250,2009-09-05,Starstrukk,3OH!3 Featuring Katy Perry,66,12
3251,2009-09-05,Replay,Iyaz,2,34
3252,2009-09-05,Fireflies,Owl City,1,31
3253,2009-09-05,Joey,Sugarland,89,3
3254,2009-09-12,(If You're Wondering If I Want You To) I Want You To,Weezer,81,9
3255,2009-09-12,Shake My,Three 6 Mafia Featuring Kalenna,75,3
3256,2009-09-12,Under,Pleasure P,78,10
3257,2009-09-12,Falling Down,Selena Gomez & The Scene,82,7
3258,2009-09-12,Number One,R. Kelly Featuring Keri Hilson,59,11
3259,2009-09-12,Chillin,Wale Featuring Lady Gaga,99,1
3260,2009-09-12,Awake And Alive,Skillet,100,1
3261,2009-09-12,Paparazzi,Lady Gaga,6,27
3262,2009-09-12,The Fixer,Pearl Jam,56,7
3263,2009-09-12,Runaway,Love And Theft,65,11
3264,2009-09-12,Overcome,Creed,73,1
3265,2009-09-19,I Will Not Bow,Breaking Benjamin,40,20
3266,2009-09-19,Million Dollar Bill,Whitney Houston,100,1
3267,2009-09-19,LOL :-),Trey Songz Featuring Gucci Mane & Soulja Boy Tell'em,51,8
3268,2009-09-19,Body Language,Jesse McCartney Featuring T-Pain,35,15
3269,2009-09-19,Do I,Luke Bryan,34,20
3270,2009-09-19,Wasted,Gucci Mane Featuring Plies Or OJ Da Juiceman,36,19
3271,2009-09-19,Face Drop,Sean Kingston,61,9
3272,2009-09-19,Haven't Met You Yet,Michael Buble,24,44
3273,2009-09-26,Take A Bow,Glee Cast,46,1
3274,2009-09-26,Empire State Of Mind,Jay-Z + Alicia Keys,1,30
3275,2009-09-26,Break,Three Days Grace,73,20
3276,2009-09-26,Two Is Better Than One,Boys Like Girls Featuring Taylor Swift,18,21
3277,2009-09-26,Drop It Low,Ester Dean Featuring Chris Brown,38,17
3278,2009-09-26,Young Forever,Jay-Z + Mr. Hudson,10,25
3279,2009-10-03,I'm Going In,Drake Featuring Lil Wayne & Young Jeezy,40,17
3280,2009-10-03,Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",8,24
3281,2009-10-03,I Wanna,The All-American Rejects,92,2
3282,2009-10-03,Cowboy Casanova,Carrie Underwood,11,20
3283,2009-10-03,Check My Brain,Alice In Chains,92,4
3284,2009-10-03,Happy,Leona Lewis,31,9
3285,2009-10-03,We Weren't Born To Follow,Bon Jovi,68,4
3286,2009-10-03,Meet Me Halfway,The Black Eyed Peas,7,24
3287,2009-10-03,Pursuit Of Happiness (Nightmare),Kid Cudi Featuring MGMT & Ratatat,59,3
3288,2009-10-03,La La La,LMFAO,55,7
3289,2009-10-03,I Want To Know What Love Is,Mariah Carey,60,6
3290,2009-10-10,Somebody To Love,Glee Cast,62,1
3291,2009-10-10,Red Light,David Nail,54,16
3292,2009-10-10,Bad Habits,Maxwell,71,14
3293,2009-10-10,Funhouse,P!nk,44,13
3294,2009-10-10,Bonfire,Craig Morgan,57,14
3295,2009-10-10,Doesn't Mean Anything,Alicia Keys,60,10
3296,2009-10-10,Taking Chances,Glee Cast,71,1
3297,2009-10-17,Maybe This Time,Glee Cast Featuring Kristin Chenoweth,88,1
3298,2009-10-17,Live Like We're Dying,Kris Allen,18,29
3299,2009-10-17,Careful,Paramore,78,1
3300,2009-10-17,Consider Me Gone,Reba,38,19
3301,2009-10-17,"Hey, Soul Sister",Train,3,54
3302,2009-10-17,Alone,Glee Cast Featuring Kristin Chenoweth,51,1
3303,2009-10-17,Regret,LeToya Featuring Ludacris,78,8
3304,2009-10-17,I Wanna Make You Close Your Eyes,Dierks Bentley,52,20
3305,2009-10-17,Wheels,Foo Fighters,72,10
3306,2009-10-24,It's My Life / Confessions Part II,Glee Cast,30,2
3307,2009-10-24,Halo / Walking On Sunshine,Glee Cast,40,2
3308,2009-10-24,3,Britney Spears,1,20
3309,2009-10-24,One Less Lonely Girl,Justin Bieber,16,16
3310,2009-10-24,TiK ToK,Ke$ha,1,38
